place_name,author,rating,text
We Fitness Khaerai วี ฟิตเนส แคราย,Dean Gomm,4,"Good equipment, but kind of expensive. 3100 baht for one month. Many different machines, mostly pin loaded, there's a few plate loaded on the bottom floor."
We Fitness Khaerai วี ฟิตเนส แคราย,Tobias,2,I was told the price for one day is 700 Baht. For that price I guess the dumbbells are made out of gold. Not an option for short term visitors.
We Fitness Khaerai วี ฟิตเนส แคราย,sarinna sunkphayung,5,Perfect equipment! Nice staff.
We Fitness Khaerai วี ฟิตเนส แคราย,LANNA BOON,5,clean big class d
We Fitness Khaerai วี ฟิตเนส แคราย,Abhishet Varama,4,"It is quite spacious. However, there are better branches of WE fitness that you can check out."
WE Fitness (J Avenue Thonglor),Jing Z,5,"From a reliable source, I understand that this branch will be closing soon at the end of this month due to some enhancement adjustment. This was my first gym, and I’m truly grateful to the team for their support throughout my fitness journey here. Located in J Avenue, this gym is both accessible and convenient, with its position in a community mall making it stand out. After workouts, you can easily shop at Villa Market or enjoy healthy meals at Get Fresh and other nearby restaurants.

Although the gym is not particularly large, it offers a calm environment with fewer crowds, which I really appreciated. Its equipment is like the ""Apple products"" of gym facilities, featuring top-tier brands like ""Technogym,"" which greatly enhanced my experience. I noticed some reviews mentioning its size as a drawback, and it almost affected my decision at the beginning. However, I’m happy I gave it a try. Fitness is a deeply personal journey, and for beginners like me, starting at a well-equipped and convenient gym like this can be a great choice. It’s important to rely on multiple sources when deciding on a gym.

The team has also ensured a smooth transition for members during this period, helping us shift our focus to other branches seamlessly. Thank you for creating such a supportive and welcoming fitness space.

Fun fact: ""WE Fitness"" is not a small gym but rather a boutique brand under the same group as Major Cineplex and Blue-O Bowling 🍿🎳  Once you buy a membership, you gain access to not only the gym but also group classes and VIP packages with different tiers and options. Their other branches include Ekkamai, Ratchada, Pinklao, VIE Hotel, and more, allowing members to access different key locations in the city seamlessly."
WE Fitness (J Avenue Thonglor),Elliot Morrow,3,"If you’re in to cardio and basic fitness, this is an okay gym. There is plenty of cardio equipment and a lot classes to keep you in a good exercising habit.

But if you enjoy squats, deadlifts, using an Olympic bar or generally want to work on strength, forget about this place and join the WE Fitness at Ekkamai BTS. That branch is a lot bigger and a lot cheaper."
WE Fitness (J Avenue Thonglor),Krabi International Boxing Stadium,5,"Just went out from a quick session, I arrived a bit late then 9 pm , the manager allowed me to training and don't charge, it was nice , not about money but for humanity of the team . Very clean gym with all essential for body building and any fitness.. high recommended
Thr gym is at floor 4. Of building and have parking downstairs or floor 3.
Market just downstairs"
WE Fitness (J Avenue Thonglor),marion raveau,4,"Modern equipments, the club is perfectly clean, gym lessons are very good and the staff is kind ! Well located (near by a villa market and a dry cleaning service), perfect for the idle person that I am."
WE Fitness (J Avenue Thonglor),Staffan Estberg,3,"Great staff and trainers. The branch in Thong Lo is a bit limited in terms of machines / equipment. What annoys me though is WE's app which is a joke and barely works. As a designer I get frustrated with it, can only imagine what other members are experiencing. Want to change or cancel a training session? Good luck with that!"
WE Fitness VIE Hotel วี ฟิตเนส โรงแรมวี,keen Tan,4,"The fitness located inside the hotel.  Free parking without stamp.  Very friendly staffs especially lady at the front.  Even though the gym quite small compare with other branches.  There is only one studio.  Not much class during the day. A plus with the outdoor swimming pool.  Inside the locker room offer steam room, jacuzzi and locker with card.  Free bottle of drinking water and coffee.   Two towels provided.  So far so good overall."
WE Fitness VIE Hotel วี ฟิตเนส โรงแรมวี,Double Floor,5,WE Fitness located on the 10th floor inside VIE Hotel. Same owner. Swimming pool is available. Stream and jacuzzi is available in the restroom. Nice gym.
WE Fitness VIE Hotel วี ฟิตเนส โรงแรมวี,Annie Chungjutikul,5,Trainers are well educated. There is stream room and dyson hair dyer
WE Fitness VIE Hotel วี ฟิตเนส โรงแรมวี,Ivan Stefanovic,5,"All Equipment you need for Weight Training.
Legs, Calves, Chest, Back, Bizeps etc. 💪🏻

+Sauna, Whirlpool, Outdoor Pool, Locker, Shower.

Very clean and with air conditioner.

Open from 6am-10pm.

2530THB one Month
7000THB 3 Months
700THB Daypass

Great fitness gym on the 10th Floor off the Vie Hotel."
WE Fitness VIE Hotel วี ฟิตเนส โรงแรมวี,Siam C,4,"Good enough, nice pool, and free park, nice accommodations, tasty ABF"
Fitness First Club Iconsiam,Walter White,2,"Not a serious gym—many gimmicks, trying to be like an “Equinox” gym in the USA but lacking the foundation. The side benefits are cool, but they forgot to make the core product good—the gym itself. It’s advertised as 4,000 square meters, but in reality, the weights area is at most 500 square meters.

PROS:

Free flavored water, free coffee, and a nice sitting area.

Pool with a very nice view. (But honestly, most buildings in BKK have a pool, so it’s not that special.)

Nice cardio area.

Dyson hair dryer in the bathrooms (very worn, but still cool).

CONS:

The weights area is a joke. Only 1 Smith machine and only 1 hip abduction machine for thousands of members. Not even a single machine for hip thrusts. This setup is acceptable for a condo/hotel gym, not a 3,500 baht/month gym.

The price is insane. Even with a 24-month subscription, it’s 3,000+ baht/month—almost $100. A one-day pass is 1,070 baht (about $30). Even in the USA, gyms rarely charge that much.

They have only one piece of each essential machine. Some people sit on a machine for 30 minutes, doing 5 reps and then taking a 10-minute phone break in between. You end up waiting and waiting… This might be acceptable at a 1,000-baht gym, but not at this price.

The staff lies about the lack of a free trial (there is one) and tries to lock you into a minimum 5-month contract.

Overcrowded even early in the morning and at noon. You still end up waiting for machines for long periods—even if you come at 1 p.m. on a weekday.

Summary:
This place has the potential to be the best gym in Thailand, but they need to completely rethink the weights area. Just copy the setups at gyms like Elite Gym Pattaya or Sun Fitness Pattaya—places that charge 70% less but still have multiple Smith machines, hip abduction machines, hip thrust machines, and leg press machines."
Fitness First Club Iconsiam,Ni Ranya,5,"The best club among FF in Bangkok.
First impression with a variety of machines on 2nd floor that despite it was my rest day but I ended up workout because all machines are so attractive to try!

Second, pool at the rooftop with Chowpraya view- very nice one with provided bathrobe and space to chill outside. There is also water class.

Lastly, massage spot that helps a lot for relaxation after workout.

If this gym is in your neighbourhood area, worth to apply membership here!"
Fitness First Club Iconsiam,Shota Tokuda,5,"Yeah, I visit here since the Day1. Located on 7th floor. simply take an escalator nearby Momo Paradise from 6th floor. You can witness the state of art of exercising facilities. A number of exercising classes from Yoga,Cross functional training to Bodypump are available here.

However, the quantity of machine is somehow questionable. Is it still sufficient during the rush hour. (after the pre-sale member session - July 2019 onward). The open cardio area isn't huge as much as I expected, even it's obviously larger than Sathorn Square branch.

A number of classes is explicitly not yet available by month and some of construction sites is still ongoing. you can notice some noise in Bathroom even they're try to minimize those sound pollution.

This can offset with and gorgeous salt water temp-controlled swimming pool (25x12m. and 1.25m. depth) with the panoramic view of Bangkok high-rise Skyscepter. They provide workout kits( Jersey and Shorts) Towels and bathrobe without additional charges. Brings swimming suit/outfit, they are not allow those who wearing FitnessFirst's workout kits to swim.

I'd suggest to both Thai and expats here. Some trainers have well spoken English. if you guys are living or working in this neighbourhood. This is the place where you deserve for. (3,000 bath/month, but there has a lucrative discount up to 50% to those AIA Vitality insurer. Thus 1,500 bath/momth is a real bargain.)"
Fitness First Club Iconsiam,Patawee Phadungchiwit (Pat),5,"The high-end gym with amazing view of Chao Praya River.

As you would expect, the gym inside ICONSIAM is one of the most iconic gym I have ever seen. There are plenty of equipments for weight trainnings, cadios, freestyle zone, and even for boxing.

The staffs are trained to ensure the safety and health of the guests. There is also 1-1 trainning session that come up with fee.

The pool is where you can get the most stunning view of the river. I recommend you try some class there as well."
Fitness First Club Iconsiam,Sukhum Cheff Truengtrachitkul,5,"Overall experience here is very good, free fresh coffee here, infused water.

In bathroom lotion from Erb, dyson dryer. But the workout suit here is smaller than other branch.

Swimming pool is available here.

Too crowd on weekday (8.00pm)

I love cycling class here, big screen, high technology and very challenge atmosphere, there’s a gauge comparing to others in the class.

Training machine here is very new and high tech, you will know the rhythm and pacing in each round on the screen showing on the machine.

Locker is overcrowd, same with other branch

In morning time before the mall is opened, very long walk to the entrance from the pier if using boat shuttle."
Fitness First Platinum AIA Capital Center ฟิตเนส เฟิรส์ท แพลตตินัม เอไอเอ แคปปิตอล เซ็นเตอร์,bohan wu,2,"i feel unhappy today,because the gym manager lie to me,if i want pass a month gym card,i need pay for 500+thb frist.
when we conversation at gym place.we are talking about pass card than more 3times,but she never say that.
so why i feel bad,she is liar,and she feel confident.she say i sign on the electronic contract.then she just tell me sign and sign，she know i need pass card a mouth,because i  with my friend so many times conversation for this.but she never tell me this fee.its a litter case for me,i just angry she manner,bad bad guy！
Good gym, but I suggest you go to another store for membership, to avoid being fooled by her."
Fitness First Platinum AIA Capital Center ฟิตเนส เฟิรส์ท แพลตตินัม เอไอเอ แคปปิตอล เซ็นเตอร์,SD Surakit,3,"Fitness First locates on 3rd floor but cannot connect to parking lots at same floor. Have to take escalator to the gym. Close at midnight but 9pm on Sat and Sun. Smaller than Q House, maybe same size as Siam Paragon. More busy on evening of working day."
Fitness First Platinum AIA Capital Center ฟิตเนส เฟิรส์ท แพลตตินัม เอไอเอ แคปปิตอล เซ็นเตอร์,Laksanawadee Dee,4,Many good looking men swinging for the other lane work out here.  It gets really crowded during rush hours so best to sneak in during off peak hours.
Fitness First Platinum AIA Capital Center ฟิตเนส เฟิรส์ท แพลตตินัม เอไอเอ แคปปิตอล เซ็นเตอร์,Christian De Boeck,5,"High class gym with all services expected. I used to be member years ago, still the same service and quality more than 10 years after."
Fitness First Platinum AIA Capital Center ฟิตเนส เฟิรส์ท แพลตตินัม เอไอเอ แคปปิตอล เซ็นเตอร์,Jin Jim,1,We were asked to pay deposit 200 THB per pax to get a locker ! Unheard of . We entered using Malayaia platinum international passport and Malaysia membership card. . Told her that non of the FF in thailand ever ask for money deposit. She still insist she is right . Worst service ever . Resend these group to induction class . Don’t waste international members time
Fitness First Zone Central World,WEAPON YAI-AROON (BOY),5,"Boutique Fitness club fulfills with physical training machines and cadio devices. There also is a relaxing corner available for Fitness club members.

You are recommended to improve your body and health at this Fitness First Zone, CTW."
Fitness First Zone Central World,Eric Siritiraset,1,"So far the worst experience of being in a fitness club. Some of the club members are extremely rude to others as if manner wasn't taught in his school, so uneducated. And, what's worse is that, when reported, there is no action taken from the staff and the club Manager. Clearly, the staff don't seem to care about their current members at all (see how the experience shifted once they trick you to sign that contract full of ambiguous wordings with them). Instead, they are being greedy and want to hunt for the new ones all the time. Pathetic!"
Fitness First Zone Central World,Eric Strand,5,"I went to this gym/fitness club for several months and it is great! Fitness First has several locations in Bangkok and, of the three I've been to, this is easily the best: it has the most space and the best variety of equipment. It also has not one, but two classic-style Stairmasters, which are the best cardio machines in my opinion. The staff is extremely helpful and friendly. They have reasonable rates for day passes and monthly memberships. The club has free flavored water, coffee, and tea, amenities that I have never seen at any other fitness chain. It is located in the excellent Central World mall, so you can go shopping for food after you finish your workout."
Fitness First Zone Central World,noppawan chinachoti,4,The place is quite clean compared to other branches. Trainers are good. Equipment is less than other branches so there's more space than others. Classes are much less than others also.
Fitness First Zone Central World,Gordon Chung,4,"I was visiting Bangkok as a tourist and wanted to have a quick workout session. I got a day pass at this gym near central world, the staff are very helpful so the registration process is done relatively quickly.

It seems that members can also get free towel and clothes which are pretty cool. Perhaps a small suggestion for the gym is that I wish there are more lat pull down machines but other than that, I am quite happy with my experience here!"
Fitness First Platinum T-One Building ฟิตเนส เฟิร์สท์ แพลตินัม ทีวัน,Poppy Uthai,2,"SUPER PACKED from open to close even on early morning and Friday night.

Clean and new equipment, however there are not enough weight equipment.
Only one of every single machine.😭

Also when things broken it takes ages to get fixed. Since this place is considered one of the most expensive chain in Thailand, I expected faster maintenance process."
Fitness First Platinum T-One Building ฟิตเนส เฟิร์สท์ แพลตินัม ทีวัน,Bella Maclean,1,"I've been a member for over a year. The gym is consistently overcrowded , with limited equipment that is often out of order.
Front desk staff are always friendly and welcoming. Unfortunately management is unhelpful and unwilling to cooperate. Despite my contract being over 12 months and providing a medical certificate after my operation (which prevents me from exercising) , they still refused to waive the cancellation fee."
Fitness First Platinum T-One Building ฟิตเนส เฟิร์สท์ แพลตินัม ทีวัน,Frequent Amb,4,Very welcoming staff and clean building unfortunately about Bicycles do not work. They were saying that the subscription on the program has expired and also many of the bicycles have loose part. Min memebership 2month or 5. Not many people 8 AM.
Fitness First Platinum T-One Building ฟิตเนส เฟิร์สท์ แพลตินัม ทีวัน,Sukhum Cheff Truengtrachitkul,5,"It’s very new, located on 8th flr, no need to exchange the ID card.

Class here is not that intensive. And It’s quite crowd after office hours."
Fitness First Platinum T-One Building ฟิตเนส เฟิร์สท์ แพลตินัม ทีวัน,mitree mongkol,3,"Brand new fitness first with new machine a lot class and wide range of class activities but for  machine and free weight are quite disappointed, it is enough but I would say I expecting more for this size of fitness

All machines are one each expect bicep has two

1 smit
1 rack
1 pair of cable machine
No fly so no rare delt invert fly
No dip
No decline chest"
Fitness First Central Rama 9,Ollie B,4,"A good gym, on the expensive side for the price but it's inside the mall. Seems like 100's of PTs.... Very busy after 5pm.

Showers need renovating
Steam room is great
Air con not cool enough
NOBODY PUTS WEIGHTS BACK PROPERLY 😅
Staff friendly"
Fitness First Central Rama 9,MeMe,3,"At 7floor Central praram 9. Open at 6am-9.30am.
Morning is good coz not a lot of memmer but crowded in the evening,sometimes no available excerise machine."
Fitness First Central Rama 9,Antonio Mele,1,"The gym is quite good but the management isn't.

Lockers often broken. Once when I open the door of a locker the door fell on the floor and luckily it didn't hit my foot.

Shower cabins are being washed during the peak hours with a rubber tube going all around and soaping multiple cabins at the same time, making difficult to find one to use, being spit by water and have to pay attention to don't step on the tube.

Even I have a membership card with barcode on it and they scan it at the entrance I am requested EVERY time to write by myself on their registry name, card number, phone number, time of entrance, company name, others info and sign it.

Even you have a membership to ask for help/suggestions by the many trainers in the gym you have to pay a full membership again.

More trainers than customers.

I saw manager complain with a customer because he was making ""too much noise"" when put down the bar during deadlift exercise. I never saw the guy throwing down the bar but of course some time at the end of the exercise putting down the bar may be no so smoothly because of the weight... Well is this a gym or a library? What do you expect?"
Fitness First Central Rama 9,palakon kotchapansompote,4,"The equipment is well-maintained, and surprisingly, it wasn't crowded at noon on Sunday. They have separate steam and sauna rooms, which is nice. The classrooms are roomy and clean. I wished for more equipment that could connect to Bluetooth devices. Just remember to bring your own towel!"
Fitness First Central Rama 9,Ricky Jamer,4,"Expensive, but decent location. My only major complaint is that the dance/cardio room is right beside the yoga/pilates room, so it can be difficult to focus and relax with the very loud bass and music.

It seems the group exercise classes are mostly in Thai so maybe not the best gym for expats who can't understand Thai."
Fitness First Platinum Landmark Plaza,Dionysius Chia,5,"Visited FF Platinum Landmark on a Saturday. Pretty well equipped and spacious gym that provides attire and towels. The lockers are the more nostalgic version that use keys instead of card tapping to open and close.

Great bodystep workout with Addee, good vibes and energy in the class.

To access the gym, go to the landmark hotel lobby, take the lift to level 4, the lift doors open directly in front of the FF counter."
Fitness First Platinum Landmark Plaza,Ng ys,5,"I come from ff malaysia . The staff are welcoming and i think the facility here is better than malaysia ff ~  more machice, more work area and chill area . Hygience is on point ! And  Extra towel too 👍🏻"
Fitness First Platinum Landmark Plaza,Vincent k,2,Really death feeling vibe when I doing bench press I have more the feeling I'm lying on a operation table with the lights. But when I'm able to see the ceiling it's looks really dirty. Machines are reasonable clean. But very simplified ordered. My advice would be placing machines against each other from the back so there is more room next more decoration and colours. Last fix the light to bright. Maybe the fitness first club 39 would be a nice example to use.
Fitness First Platinum Landmark Plaza,Tiger Jamie,2,"Can’t speak about the gym but as a guest at the adjacent hotel I use their sauna/steam to relax I presumed their facilities had been updated since 2016 but no, signed in as normal went to collect a towel and a locker token wasn’t given one maybe there used wristband system had to come outside again to get a locker Upon return they couldn’t find my room card was directed to the reception where a card suddenly appears needs a wristband system Fitness First her with the program"
Fitness First Platinum Landmark Plaza,JL B,2,"When you take à spoon, you touch all others !
Dec 2024 Showers are cold most of the times
Mar 2025 Too old. Really needs to be renovated. Cold water in showers"
Fitness First - Platinum Q House Lumpini,Stefan Loå,4,"Edited review: I’m adjusting my original 5-star rating to 4 stars due to a significant communication issue. It would greatly improve the experience if at least one staff member had strong English skills.

Six months ago, we agreed that I would maintain a 'passive membership' while I was away from Bangkok. Upon returning, I was told I must now retroactively pay the full 'active membership' rate for all those months — which is roughly 5 to 10 times more expensive.

Despite my attempts to explain the original agreement, the staff didn't understand and insisted on back-charging me the full active rate. No customer can reasonably accept such a charge, and I was left with no choice but to end my membership.

It’s unfortunate, as the facilities themselves are excellent.

...

Original 5 star review (a year ago):
I had so much fun during my first visit, so I stayed for several hours. Very easy and quick service at the desk, and easy lockers and fresh shower area. Very spacious and big areas for cardio, muay thai, stretching, free weights, machines, and all kinds of extra fitness equipment. And they got group classes like zumba and Body Combat every day. Free water, coffee, and tea in the adjoining cafeteria. It is very much space to move around and have fun while keeping in shape. One of the top 10, or even top 5, gyms I have visited all around the world."
Fitness First - Platinum Q House Lumpini,TP TP,3,"Pros:
The gym boasts a commendable array of machines and cardio equipment, well-suited for general fitness enthusiasts. Its 24/7 operating hours offer unparalleled flexibility for various schedules, complemented by the convenience of three hours of complimentary parking. Additionally, the provision of free hot beverages and water reflects a thoughtful approach to member satisfaction.

Cons:
However, this facility is not tailored for individuals pursuing serious strength training or those with more advanced fitness goals. The atmosphere aligns more with a “Planet Fitness” ethos, emphasizing general health and wellness rather than pushing the boundaries of physical performance. For dedicated lifters, the limited availability of only one squat rack and a noticeable absence of focus on lower-body training can be significant drawbacks. Leg day, in particular, appears to be undervalued, while the gym culture skews heavily toward upper-body workouts.

During peak hours (6-7 PM), issues such as machine monopolization and excessive phone use become commonplace, detracting from the overall gym experience. In addition, a number of trainers regularly occupy machines for extended supersets with their clients, further limiting access to equipment. Some trainers also encourage suboptimal practices, including half-reps and ego lifting, which may foster poor training habits. The locker room, frequently cramped and overcrowded, exacerbates the inconvenience. Furthermore, most trainers at the gym don’t appear to have the ability to bench 225 lbs, squat 315 lbs, or deadlift 405 lbs, raising questions about their qualifications to guide others through serious strength training. For serious lifters or those seeking a more focused, efficient training environment, alternative facilities may be more appropriate."
Fitness First - Platinum Q House Lumpini,Andrew Mueller,1,"Gym is super nice. Unfortunately the members don’t know much about gym etiquette and are super rude. If you have a routine add at least 30-40min to your workout waiting for machines. With all the trainers I would have expected more people to know how to use the machines

Update: I had one day in BKK on my way home. The patrons are so uneducated in gym etiquette that I needed up getting one machine in over 30min. If I had more time to look for a different gym I’d go there. I strongly encourage visitors to find a different gym. It’s absolutely not worth the 1000bhat per day"
Fitness First - Platinum Q House Lumpini,James Zhe,5,"Well equipped gym in a central location. A bit pricey if you want day passes (they come in packages of 10 passes), otherwise the monthly membership is very reasonable.

Gym facilities are very well appointed and never too crowded during morning and afternoon hours. Provides fresh workout gear, towels, coffee and tea, and a small lounge area."
Fitness First - Platinum Q House Lumpini,I S,2,"Been going here for several years, in 2021 maintenance declined significantly. As for June 2022 male bathroom is not working. 3 out of 3 urinals are leaking, 1 out of 3 toilets are not usable, bathroom dispensers, scale and trash canes are broken. Machines in general need better maintenance as well, the cables are broken often and bolts and screws are missing. Floor in the yoga studio is not stable, half of the bikes in cycling studio are not usable. I will still come here because of location but if you have a choice better look elsewhere"
Fitness First Platinum Sathorn Square,Salem Al-Hilal,4,"The best thing about this gym is that it’s practically my neighbor — very convenient for me! Prices are also fair compared to back home, so my wallet doesn’t complain. The facility is nice, though some of the equipment looks like it has been working out longer than me. 😅 Still, everything is maintained and usable. I just wish they had a step master — maybe they’re keeping it as a “hidden boss level” for the future!"
Fitness First Platinum Sathorn Square,Stella Ferguson,5,"Excellent facilities. Right at the SkyTrain station...the gym is a few steps away. Free towels to use are handed to you when you enter, there's a steam room in the well equipped change rooms, hairdryers etc. Gym Equipment is in perfect condition and good views from 3rd floor. Fresh coffee and fruit infused cold water with WiFi and seating area. Staff is wonderful and very happy to assist and show you around. It was a fabulous experience.!!! I highly recommend Fitness First and look forward to going again on my next visit to Bangkok. Well done to the staff ✓✓✓"
Fitness First Platinum Sathorn Square,Felipe Gonzalez Noguchi,3,"Pros: free coffee, good locker rooms, between 10-4 and 8-9 the gym is relatively empty

Cons: for a gym this expensive and crowded, not a lot of equipment. The ""personal trainers"" are often loud or bothering, at 5-7pm they blast gym class music like it's a nightclub"
Fitness First Platinum Sathorn Square,PS,4,"Don't like the 2 floors concept (minus one star). The reception, coffee area and bathroom are located downstairs while the excercise area is located upstairs. Prefer the one floor concept like QHouse and Landmark but then this is certainly a matter of personal liking. Five stars for closing at midnight on weekdays. Another plus is that it is conveniently located with direct access from Chong Nonsri Station."
Fitness First Platinum Sathorn Square,Nathanjosias,4,"Absolutely beautiful space, specially for functional training. Lots of tools. Could be better with a sauna but apart from that the staff was really nice."
Fitness First - Platinum Siam Paragon,Ginny S.,5,"Variety of and clean facilities. There are 2 levels but at the 2nd floor doesn't have drinking water counter as below one. Bathroom is big, locker area is massive for female side."
Fitness First - Platinum Siam Paragon,Brent Tan,5,"It’s my first time using the international passport as a fitness first member from Singapore. The staff here is professional and friendly upon my arrival. She totally made my day and experience here at fitness first siam paragon a fantastic experience and workout. I have a bodycombat class at 4pm today. It was totally a great workout. Great instructor, I’m totally burn out after so many days of good food in Bangkok. Thank you fitness first for making travel workout the process fantastic for members easy process. Keep it going."
Fitness First - Platinum Siam Paragon,Serhii Kryjanovskyi,1,"paid one-time training, the price is exorbitant 1070 baht, to visit for free you need to register on the website and wait for the administration's response. in general I do not recommend. subscription for at least 3 months. look for another gym"
Fitness First - Platinum Siam Paragon,Iambaconn,3,"I visited Fitness First using a free trial and was impressed by the variety of group exercise classes and the overall quality of the facilities.

That said, my first impression was somewhat affected by the experience at the front desk. During my visit on the morning of May 20, 2025, the receptionist—specifically a woman with long straight hair—was noticeably unfriendly and rude. Although she answered my questions, her tone was curt, and she avoided eye contact, making the interaction feel cold and unwelcoming. For potential members trying out the gym for the first time, a warm and helpful reception can make all the difference. I hope the management takes this into consideration to better align the customer service with the high standards of the gym itself."
Fitness First - Platinum Siam Paragon,Gunta Bogdane,1,"Was staying in Bangkok for two days so decided to go for a free trial as per their website advertisement.
Filled in the form, it was asking for Thai mobile number which we did not have (been using eSIM while travelling), and there was no option to change the country code however the application still went through even with skipping this step.
Booked a taxi,  20min drive and were there just after 6am when the gym opens.
Receptionist was very unwelcoming, she did not greet us, whole time she was using the phone for translating.
Showed her the confirmation email to say that free trial has been confirmed, she asked if we had registered to which we said yes, there is the confirmation. She then rang someone (bear in mind all this time we were not told anything), and then she asked us for Thai mobile number which we did not have, obviously as we had eSIM while travelling. She then shows Google translate which states - “contact 1-2 days”.
Basically someone will get in touch.
We then asked how much is one days pass?
1070 Thai Bhatt per person. Daylight robbery!
Anyway - if you offer free trials, be ready for tourists to apply and do not expect them to have Thai SIM card and world is more advanced now and people can get eSIM before the traveling.
Also, why do not you make the whole experience easier and simple. If I want to do a days gym session, I am not going to wait for 2 days until someone gets in touch with me.
Also, if you do not want to interfere with customers and find it difficult to be welcoming etc - don’t work in the public service sector."
Fitness First Platinum Pearl Bangkok,Sukhum Cheff Truengtrachitkul,4,"Very high climbing to the building, 4 floors. Using elevator is recommend.

Next climbing is to go to changing room and toilet, super off from machine workout area.

Fusion class are trained in undesignated area, need to avoid other member and obstacles yourself.

Other was good."
Fitness First Platinum Pearl Bangkok,Badger,1,"Disappointed: My daughter came to gym. I brought her here and am taking her home afterward. I asked to merely sit in their lobby to wait for my daughter as all coffee shops in the building are closed. The person in charge of staff at reception desk refused. I was told the rule is members only. No exceptions. Also disappointed that there is no one who could make a decision on an exception. (I asked nicely.) Respectfully, maybe think of making allowance for exceptions to the rule for parents waiting?"
Fitness First Platinum Pearl Bangkok,Elijah Whaley,1,"Horrible customer care! The contract is a borderline scam. They will require you to sign a 12 contract that will automatically renew without notice. When you try to cancel, they will tell you that you need to give 30 days warning.

So, you’ll very likely pay a minimum of 2 additional months. If you press them hard, they ask you to cancel your credit card (absolutely ridiculous!!!).

I escalated my appeal to the management team. They refused to reimburse me and never contacted me back, even when promised. I was forced to deal with the situation through my credit card company.

I would not recommend this gym. It’s more expensive than a nice gym in the USA."
Fitness First Platinum Pearl Bangkok,Wisut EK,3,It’s located on the 4th floor of the building  Pearl Bangkok. Free 3hrs parking if stamp parking card. It has 2 floors and you need to step up a lot to go to locker room which is located on the 2nd floor. It has good view to see BTS train and skyscrapers. Everything still look new!
Fitness First Platinum Pearl Bangkok,Sukree Y,5,One of the best Fitness first in Bangkok. Very clean and all facilities are new.
Fitness First Platinum T-One Building ฟิตเนส เฟิร์สท์ แพลตินัม ทีวัน,Poppy Uthai,2,"SUPER PACKED from open to close even on early morning and Friday night.

Clean and new equipment, however there are not enough weight equipment.
Only one of every single machine.😭

Also when things broken it takes ages to get fixed. Since this place is considered one of the most expensive chain in Thailand, I expected faster maintenance process."
Fitness First Platinum T-One Building ฟิตเนส เฟิร์สท์ แพลตินัม ทีวัน,Bella Maclean,1,"I've been a member for over a year. The gym is consistently overcrowded , with limited equipment that is often out of order.
Front desk staff are always friendly and welcoming. Unfortunately management is unhelpful and unwilling to cooperate. Despite my contract being over 12 months and providing a medical certificate after my operation (which prevents me from exercising) , they still refused to waive the cancellation fee."
Fitness First Platinum T-One Building ฟิตเนส เฟิร์สท์ แพลตินัม ทีวัน,Frequent Amb,4,Very welcoming staff and clean building unfortunately about Bicycles do not work. They were saying that the subscription on the program has expired and also many of the bicycles have loose part. Min memebership 2month or 5. Not many people 8 AM.
Fitness First Platinum T-One Building ฟิตเนส เฟิร์สท์ แพลตินัม ทีวัน,Sukhum Cheff Truengtrachitkul,5,"It’s very new, located on 8th flr, no need to exchange the ID card.

Class here is not that intensive. And It’s quite crowd after office hours."
Fitness First Platinum T-One Building ฟิตเนส เฟิร์สท์ แพลตินัม ทีวัน,mitree mongkol,3,"Brand new fitness first with new machine a lot class and wide range of class activities but for  machine and free weight are quite disappointed, it is enough but I would say I expecting more for this size of fitness

All machines are one each expect bicep has two

1 smit
1 rack
1 pair of cable machine
No fly so no rare delt invert fly
No dip
No decline chest"
Fitness First Central Rama 9,Ollie B,4,"A good gym, on the expensive side for the price but it's inside the mall. Seems like 100's of PTs.... Very busy after 5pm.

Showers need renovating
Steam room is great
Air con not cool enough
NOBODY PUTS WEIGHTS BACK PROPERLY 😅
Staff friendly"
Fitness First Central Rama 9,MeMe,3,"At 7floor Central praram 9. Open at 6am-9.30am.
Morning is good coz not a lot of memmer but crowded in the evening,sometimes no available excerise machine."
Fitness First Central Rama 9,Antonio Mele,1,"The gym is quite good but the management isn't.

Lockers often broken. Once when I open the door of a locker the door fell on the floor and luckily it didn't hit my foot.

Shower cabins are being washed during the peak hours with a rubber tube going all around and soaping multiple cabins at the same time, making difficult to find one to use, being spit by water and have to pay attention to don't step on the tube.

Even I have a membership card with barcode on it and they scan it at the entrance I am requested EVERY time to write by myself on their registry name, card number, phone number, time of entrance, company name, others info and sign it.

Even you have a membership to ask for help/suggestions by the many trainers in the gym you have to pay a full membership again.

More trainers than customers.

I saw manager complain with a customer because he was making ""too much noise"" when put down the bar during deadlift exercise. I never saw the guy throwing down the bar but of course some time at the end of the exercise putting down the bar may be no so smoothly because of the weight... Well is this a gym or a library? What do you expect?"
Fitness First Central Rama 9,palakon kotchapansompote,4,"The equipment is well-maintained, and surprisingly, it wasn't crowded at noon on Sunday. They have separate steam and sauna rooms, which is nice. The classrooms are roomy and clean. I wished for more equipment that could connect to Bluetooth devices. Just remember to bring your own towel!"
Fitness First Central Rama 9,Ricky Jamer,4,"Expensive, but decent location. My only major complaint is that the dance/cardio room is right beside the yoga/pilates room, so it can be difficult to focus and relax with the very loud bass and music.

It seems the group exercise classes are mostly in Thai so maybe not the best gym for expats who can't understand Thai."
